fact	label	source
e3400 r1 a15	0	train
e3400 r1 a13	0	train
e3400 r1 a25	0	train
e3400 r1 a10	0	train
e422 r1 c35	1	train
e422 r0 a19	1	train
e422 r0 a0	1	train
e422 r0 a5	1	train
e422 r0 a8	1	train
e422 r0 a12	1	train
e422 r1 a16	0	train
e422 r1 a27	0	train
e422 r1 a33	0	train
e422 r1 a2	0	train
e422 r1 a9	0	train
e422 r1 a21	0	train
e3638 r1 c35	1	train
e3638 r0 a19	1	train
e3638 r0 a0	1	train
e3638 r0 a5	1	train
e3638 r0 a8	1	train
e3638 r0 a12	1	train
e3638 r1 a24	0	train
e3638 r1 a11	0	train
e3638 r1 a33	0	train
e3638 r1 a29	0	train
e3638 r1 a17	0	train
e3638 r1 a30	0	train
e3990 r1 c35	1	train
e3990 r0 a19	1	train
e3990 r0 a0	1	train
e3990 r0 a5	1	train
e3990 r0 a8	1	train
e3990 r0 a12	1	train
e3990 r1 a2	0	train
e3990 r1 a31	0	train
e3990 r1 a22	0	train
e3990 r1 a32	0	train
e3990 r1 a26	0	train
e3990 r1 a3	0	train
e1958 r1 c35	1	train
e1958 r0 a19	1	train
e1958 r0 a0	1	train
e1958 r0 a5	1	train
e1958 r0 a8	1	train
e1958 r0 a12	1	train
e1958 r1 a7	0	train
e1958 r1 a33	0	train
e1958 r1 a32	0	train
e1958 r1 a13	0	train
e1958 r1 a17	0	train
e1958 r1 a11	0	train
e4459 r1 c35	1	train
e4459 r0 a19	1	train
e4459 r0 a0	1	train
e4459 r0 a5	1	train
e4459 r0 a8	1	train
e4459 r0 a12	1	train
e4459 r1 a28	0	train
e4459 r1 a1	0	train
e4459 r1 a31	0	train
e4459 r1 a30	0	train
e4459 r1 a10	0	train
e4459 r1 a16	0	train
e2348 r1 c35	1	train
e2348 r0 a19	1	train
e2348 r0 a0	1	train
e2348 r0 a5	1	train
e2348 r0 a8	1	train
e2348 r0 a12	1	train
e2348 r1 a9	0	train
e2348 r1 a23	0	train
e2348 r1 a27	0	train
e2348 r1 a16	0	train
e2348 r1 a30	0	train
e2348 r1 a14	0	train
e609 r1 c35	1	train
e609 r0 a19	1	train
e609 r0 a0	1	train
e609 r0 a5	1	train
e609 r0 a8	1	train
e609 r0 a12	1	train
e609 r1 a23	0	train
e609 r1 a28	0	train
e609 r1 a22	0	train
e609 r1 a16	0	train
e609 r1 a25	0	train
e609 r1 a27	0	train
e462 r1 c35	1	train
e462 r0 a19	1	train
e462 r0 a0	1	train
e462 r0 a5	1	train
e462 r0 a8	1	train
e462 r0 a12	1	train
e462 r1 a29	0	train
e462 r1 a10	0	train
e462 r1 a24	0	train
e462 r1 a2	0	train
e462 r1 a13	0	train
e462 r1 a28	0	train
e801 r1 c35	1	train
e801 r0 a19	1	train
e801 r0 a0	1	train
e801 r0 a5	1	train
e801 r0 a8	1	train
e801 r0 a12	1	train
e801 r1 a33	0	train
e801 r1 a26	0	train
e801 r1 a16	0	train
e801 r1 a18	0	train
e801 r1 a32	0	train
e801 r1 a15	0	train
e4029 r1 c35	1	train
e4029 r0 a19	1	train
e4029 r0 a0	1	train
e4029 r0 a5	1	train
e4029 r0 a8	1	train
e4029 r0 a12	1	train
e4029 r1 a32	0	train
e4029 r1 a24	0	train
e4029 r1 a25	0	train
e4029 r1 a22	0	train
e4029 r1 a15	0	train
e4029 r1 a7	0	train
e3857 r1 c35	1	train
e3857 r0 a19	1	train
e3857 r0 a0	1	train
e3857 r0 a5	1	train
e3857 r0 a8	1	train
e3857 r0 a12	1	train
e3857 r1 a16	0	train
e3857 r1 a7	0	train
e3857 r1 a24	0	train
e3857 r1 a33	0	train
e3857 r1 a2	0	train
e3857 r1 a28	0	train
e2946 r1 c35	1	train
e2946 r0 a19	1	train
e2946 r0 a0	1	train
e2946 r0 a5	1	train
e2946 r0 a8	1	train
e2946 r0 a12	1	train
e2946 r1 a32	0	train
e2946 r1 a13	0	train
e2946 r1 a30	0	train
e2946 r1 a21	0	train
e2946 r1 a16	0	train
e2946 r1 a35	0	train
e4677 r1 c35	1	train
e4677 r0 a19	1	train
e4677 r0 a0	1	train
e4677 r0 a5	1	train
e4677 r0 a8	1	train
e4677 r0 a12	1	train
e4677 r1 a18	0	train
e4677 r1 a26	0	train
e4677 r1 a35	0	train
e4677 r1 a17	0	train
e4677 r1 a15	0	train
e4677 r1 a23	0	train
e2502 r1 c35	1	train
e2502 r0 a19	1	train
e2502 r0 a0	1	train
e2502 r0 a5	1	train
e2502 r0 a8	1	train
e2502 r0 a12	1	train
e2502 r1 a11	0	train
e2502 r1 a15	0	train
e2502 r1 a26	0	train
e2502 r1 a35	0	train
e2502 r1 a22	0	train
e2502 r1 a9	0	train
e4077 r1 c35	1	train
e4077 r0 a19	1	train
e4077 r0 a0	1	train
e4077 r0 a5	1	train
e4077 r0 a8	1	train
e4077 r0 a12	1	train
e4077 r1 a33	0	train
e4077 r1 a20	0	train
e4077 r1 a34	0	train
e4077 r1 a35	0	train
e4077 r1 a21	0	train
e4077 r1 a9	0	train
e1395 r1 c35	1	train
e1395 r0 a19	1	train
e1395 r0 a0	1	train
e1395 r0 a5	1	train
e1395 r0 a8	1	train
e1395 r0 a12	1	train
e1395 r1 a13	0	train
e1395 r1 a29	0	train
e1395 r1 a3	0	train
e1395 r1 a14	0	train
e1395 r1 a23	0	train
e1395 r1 a6	0	train
e3661 r1 c35	1	train
e3661 r0 a19	1	train
e3661 r0 a0	1	train
e3661 r0 a5	1	train
e3661 r0 a8	1	train
e3661 r0 a12	1	train
e3661 r1 a31	0	train
e3661 r1 a29	0	train
e3661 r1 a14	0	train
e3661 r1 a4	0	train
e3661 r1 a3	0	train
e3661 r1 a33	0	train
e4294 r1 c35	1	train
e4294 r0 a19	1	train
e4294 r0 a0	1	train
e4294 r0 a5	1	train
e4294 r0 a8	1	train
e4294 r0 a12	1	train
e4294 r1 a6	0	train
e4294 r1 a18	0	train
e4294 r1 a23	0	train
e4294 r1 a30	0	train
e4294 r1 a7	0	train
e4294 r1 a33	0	train
e2850 r1 c35	1	train
e2850 r0 a19	1	train
e2850 r0 a0	1	train
e2850 r0 a5	1	train
e2850 r0 a8	1	train
e2850 r0 a12	1	train
e2850 r1 a2	0	train
e2850 r1 a30	0	train
e2850 r1 a4	0	train
e2850 r1 a3	0	train
e2850 r1 a27	0	train
e2850 r1 a22	0	train
e23 r1 c35	1	train
e23 r0 a19	1	train
e23 r0 a0	1	train
e23 r0 a5	1	train
e23 r0 a8	1	train
e23 r0 a12	1	train
e23 r1 a25	0	train
e23 r1 a17	0	train
e23 r1 a30	0	train
e23 r1 a20	0	train
e23 r1 a10	0	train
e23 r1 a27	0	train
e4715 r1 c35	1	train
e4715 r0 a19	1	train
e4715 r0 a0	1	train
e4715 r0 a5	1	train
e4715 r0 a8	1	train
e4715 r0 a12	1	train
e4715 r1 a20	0	train
e4715 r1 a2	0	train
e4715 r1 a28	0	train
e4715 r1 a22	0	train
e4715 r1 a9	0	train
e4715 r1 a29	0	train
e2223 r1 c35	1	train
e2223 r0 a19	1	train
e2223 r0 a0	1	train
e2223 r0 a5	1	train
e2223 r0 a8	1	train
e2223 r0 a12	1	train
e2223 r1 a20	0	train
e2223 r1 a33	0	train
e2223 r1 a13	0	train
e2223 r1 a10	0	train
e2223 r1 a35	0	train
e2223 r1 a34	0	train
e1285 r1 c35	1	train
e1285 r0 a19	1	train
e1285 r0 a0	1	train
e1285 r0 a5	1	train
e1285 r0 a8	1	train
e1285 r0 a12	1	train
e1285 r1 a33	0	train
e1285 r1 a31	0	train
e1285 r1 a22	0	train
e1285 r1 a6	0	train
e1285 r1 a34	0	train
e1285 r1 a7	0	train
e2689 r1 c35	1	train
e2689 r0 a19	1	train
e2689 r0 a0	1	train
e2689 r0 a5	1	train
e2689 r0 a8	1	train
e2689 r0 a12	1	train
e2689 r1 a33	0	train
e2689 r1 a35	0	train
e2689 r1 a21	0	train
e2689 r1 a11	0	train
e2689 r1 a23	0	train
e2689 r1 a6	0	train
e3696 r1 c35	1	train
e3696 r0 a19	1	train
e3696 r0 a0	1	train
e3696 r0 a5	1	train
e3696 r0 a8	1	train
e3696 r0 a12	1	train
e3696 r1 a1	0	train
e3696 r1 a30	0	train
e3696 r1 a21	0	train
e3696 r1 a9	0	train
e3696 r1 a23	0	train
e3696 r1 a18	0	train
e1576 r1 c35	1	train
e1576 r0 a19	1	train
e1576 r0 a0	1	train
e1576 r0 a5	1	train
e1576 r0 a8	1	train
e1576 r0 a12	1	train
e1576 r1 a2	0	train
e1576 r1 a14	0	train
e1576 r1 a1	0	train
e1576 r1 a26	0	train
e1576 r1 a20	0	train
e1576 r1 a3	0	train
e500 r1 c35	1	train
e500 r0 a19	1	train
e500 r0 a0	1	train
e500 r0 a5	1	train
e500 r0 a8	1	train
e500 r0 a12	1	train
e500 r1 a23	0	train
e500 r1 a34	0	train
e500 r1 a6	0	train
e500 r1 a2	0	train
e500 r1 a18	0	train
e500 r1 a14	0	train
e679 r1 c35	1	train
e679 r0 a19	1	train
e679 r0 a0	1	train
e679 r0 a5	1	train
e679 r0 a8	1	train
e679 r0 a12	1	train
e679 r1 a1	0	train
e679 r1 a32	0	train
e679 r1 a14	0	train
e679 r1 a26	0	train
e679 r1 a7	0	train
e679 r1 a18	0	train
e3500 r1 c35	1	train
e3500 r0 a19	1	train
e3500 r0 a0	1	train
e3500 r0 a5	1	train
e3500 r0 a8	1	train
e3500 r0 a12	1	train
e3500 r1 a16	0	train
e3500 r1 a24	0	train
e3500 r1 a3	0	train
e3500 r1 a4	0	train
e3500 r1 a25	0	train
e3500 r1 a10	0	train
e99 r1 c35	1	train
e99 r0 a19	1	train
e99 r0 a0	1	train
e99 r0 a5	1	train
e99 r0 a8	1	train
e99 r0 a12	1	train
e99 r1 a34	0	train
e99 r1 a23	0	train
e99 r1 a7	0	train
e99 r1 a1	0	train
e99 r1 a3	0	train
e99 r1 a33	0	train
e3203 r1 c35	1	train
e3203 r0 a19	1	train
e3203 r0 a0	1	train
e3203 r0 a5	1	train
e3203 r0 a8	1	train
e3203 r0 a12	1	train
e3203 r1 a1	0	train
e3203 r1 a29	0	train
e3203 r1 a32	0	train
e3203 r1 a4	0	train
e3203 r1 a26	0	train
e3203 r1 a24	0	train
e1380 r1 c35	1	train
e1380 r0 a19	1	train
e1380 r0 a0	1	train
e1380 r0 a5	1	train
e1380 r0 a8	1	train
e1380 r0 a12	1	train
e1380 r1 a31	0	train
e1380 r1 a35	0	train
e1380 r1 a22	0	train
e1380 r1 a11	0	train
e1380 r1 a16	0	train
e1380 r1 a14	0	train
e3512 r1 c35	1	train
e3512 r0 a19	1	train
e3512 r0 a0	1	train
e3512 r0 a5	1	train
e3512 r0 a8	1	train
e3512 r0 a12	1	train
e3512 r1 a35	0	train
e3512 r1 a29	0	train
e3512 r1 a13	0	train
e3512 r1 a24	0	train
e3512 r1 a11	0	train
e3512 r1 a9	0	train
e310 r1 c35	1	train
e310 r0 a19	1	train
e310 r0 a0	1	train
e310 r0 a5	1	train
e310 r0 a8	1	train
e310 r0 a12	1	train
e310 r1 a32	0	train
e310 r1 a22	0	train
e310 r1 a4	0	train
e310 r1 a23	0	train
e310 r1 a2	0	train
e310 r1 a1	0	train
e3535 r1 c35	1	train
e3535 r0 a19	1	train
e3535 r0 a0	1	train
e3535 r0 a5	1	train
e3535 r0 a8	1	train
e3535 r0 a12	1	train
e3535 r1 a35	0	train
e3535 r1 a20	0	train
e3535 r1 a31	0	train
e3535 r1 a30	0	train
e3535 r1 a34	0	train
e3535 r1 a14	0	train
e585 r1 c35	1	train
e585 r0 a19	1	train
e585 r0 a0	1	train
e585 r0 a5	1	train
e585 r0 a8	1	train
e585 r0 a12	1	train
e585 r1 a7	0	train
e585 r1 a17	0	train
e585 r1 a35	0	train
e585 r1 a29	0	train
e585 r1 a11	0	train
e585 r1 a31	0	train
e1449 r1 c35	1	train
e1449 r0 a19	1	train
e1449 r0 a0	1	train
e1449 r0 a5	1	train
e1449 r0 a8	1	train
e1449 r0 a12	1	train
e1449 r1 a10	0	train
e1449 r1 a26	0	train
e1449 r1 a28	0	train
e1449 r1 a16	0	train
e1449 r1 a18	0	train
e1449 r1 a34	0	train
e2683 r1 c35	1	train
e2683 r0 a19	1	train
e2683 r0 a0	1	train
e2683 r0 a5	1	train
e2683 r0 a8	1	train
e2683 r0 a12	1	train
e2683 r1 a25	0	train
e2683 r1 a2	0	train
e2683 r1 a16	0	train
e2683 r1 a33	0	train
e2683 r1 a1	0	train
e2683 r1 a35	0	train
e1821 r1 c35	1	train
e1821 r0 a19	1	train
e1821 r0 a0	1	train
e1821 r0 a5	1	train
e1821 r0 a8	1	train
e1821 r0 a12	1	train
e1821 r1 a13	0	train
e1821 r1 a9	0	train
e1821 r1 a32	0	train
e1821 r1 a31	0	train
e1821 r1 a7	0	train
e1821 r1 a6	0	train
e1277 r1 c35	1	train
e1277 r0 a19	1	train
e1277 r0 a0	1	train
e1277 r0 a5	1	train
e1277 r0 a8	1	train
e1277 r0 a12	1	train
e1277 r1 a29	0	train
e1277 r1 a35	0	train
e1277 r1 a24	0	train
e1277 r1 a6	0	train
e1277 r1 a10	0	train
e1277 r1 a14	0	train
e4177 r1 c35	1	train
e4177 r0 a19	1	train
e4177 r0 a0	1	train
e4177 r0 a5	1	train
e4177 r0 a8	1	train
e4177 r0 a12	1	train
e4177 r1 a16	0	train
e4177 r1 a31	0	train
e4177 r1 a7	0	train
e4177 r1 a21	0	train
e4177 r1 a27	0	train
e4177 r1 a10	0	train
e4260 r1 c35	1	train
e4260 r0 a19	1	train
e4260 r0 a0	1	train
e4260 r0 a5	1	train
e4260 r0 a8	1	train
e4260 r0 a12	1	train
e4260 r1 a29	0	train
e4260 r1 a31	0	train
e4260 r1 a25	0	train
e4260 r1 a15	0	train
e4260 r1 a21	0	train
e4260 r1 a13	0	train
e3236 r1 c35	1	train
e3236 r0 a19	1	train
e3236 r0 a0	1	train
e3236 r0 a5	1	train
e3236 r0 a8	1	train
e3236 r0 a12	1	train
e3236 r1 a1	0	train
e3236 r1 a35	0	train
e3236 r1 a16	0	train
e3236 r1 a14	0	train
e3236 r1 a9	0	train
e3236 r1 a31	0	train
e1875 r1 c35	1	train
e1875 r0 a19	1	train
e1875 r0 a0	1	train
e1875 r0 a5	1	train
e1875 r0 a8	1	train
e1875 r0 a12	1	train
e1875 r1 a27	0	train
e1875 r1 a34	0	train
e1875 r1 a23	0	train
e1875 r1 a14	0	train
e1875 r1 a4	0	train
e1875 r1 a21	0	train
e4604 r1 c35	1	train
e4604 r0 a19	1	train
e4604 r0 a0	1	train
e4604 r0 a5	1	train
e4604 r0 a8	1	train
e4604 r0 a12	1	train
e4604 r1 a16	0	train
e4604 r1 a22	0	train
e4604 r1 a6	0	train
e4604 r1 a23	0	train
e4604 r1 a34	0	train
e4604 r1 a24	0	train
e3047 r1 c35	1	train
e3047 r0 a19	1	train
e3047 r0 a0	1	train
e3047 r0 a5	1	train
e3047 r0 a8	1	train
e3047 r0 a12	1	train
e3047 r1 a29	0	train
e3047 r1 a32	0	train
e3047 r1 a27	0	train
e3047 r1 a35	0	train
e3047 r1 a17	0	train
e3047 r1 a26	0	train
e4389 r1 c35	1	train
e4389 r0 a19	1	train
e4389 r0 a0	1	train
e4389 r0 a5	1	train
e4389 r0 a8	1	train
e4389 r0 a12	1	train
e4389 r1 a17	0	train
e4389 r1 a14	0	train
e4389 r1 a24	0	train
e4389 r1 a9	0	train
e4389 r1 a10	0	train
e4389 r1 a28	0	train
e3573 r1 c35	1	train
e3573 r0 a19	1	train
e3573 r0 a0	1	train
e3573 r0 a5	1	train
e3573 r0 a8	1	train
e3573 r0 a12	1	train
e3573 r1 a15	0	train
e3573 r1 a9	0	train
e3573 r1 a7	0	train
e3573 r1 a17	0	train
e3573 r1 a20	0	train
e3573 r1 a31	0	train
e986 r1 c35	1	train
e986 r0 a19	1	train
e986 r0 a0	1	train
e986 r0 a5	1	train
e986 r0 a8	1	train
e986 r0 a12	1	train
e986 r1 a7	0	train
e986 r1 a22	0	train
e986 r1 a1	0	train
e986 r1 a6	0	train
e986 r1 a23	0	train
e986 r1 a11	0	train
e807 r1 c35	1	train
e807 r0 a19	1	train
e807 r0 a0	1	train
e807 r0 a5	1	train
e807 r0 a8	1	train
e807 r0 a12	1	train
e807 r1 a1	0	train
e807 r1 a17	0	train
e807 r1 a15	0	train
e807 r1 a16	0	train
e807 r1 a14	0	train
e807 r1 a9	0	train
e3777 r1 c35	1	train
e3777 r0 a19	1	train
e3777 r0 a0	1	train
e3777 r0 a5	1	train
e3777 r0 a8	1	train
e3777 r0 a12	1	train
e3777 r1 a7	0	train
e3777 r1 a21	0	train
e3777 r1 a25	0	train
e3777 r1 a34	0	train
e3777 r1 a35	0	train
e3777 r1 a28	0	train
e4627 r1 c35	1	train
e4627 r0 a19	1	train
e4627 r0 a0	1	train
e4627 r0 a5	1	train
e4627 r0 a8	1	train
e4627 r0 a12	1	train
e4627 r1 a15	0	train
e4627 r1 a7	0	train
e4627 r1 a2	0	train
e4627 r1 a33	0	train
e4627 r1 a6	0	train
e4627 r1 a27	0	train
e2164 r1 c35	1	train
e2164 r0 a19	1	train
e2164 r0 a0	1	train
e2164 r0 a5	1	train
e2164 r0 a8	1	train
e2164 r0 a12	1	train
e2164 r1 a15	0	train
e2164 r1 a21	0	train
e2164 r1 a23	0	train
e2164 r1 a22	0	train
e2164 r1 a35	0	train
e2164 r1 a25	0	train
e2413 r1 c35	1	train
e2413 r0 a19	1	train
e2413 r0 a0	1	train
e2413 r0 a5	1	train
e2413 r0 a8	1	train
e2413 r0 a12	1	train
e2413 r1 a16	0	train
e2413 r1 a29	0	train
e2413 r1 a27	0	train
e2413 r1 a13	0	train
e2413 r1 a3	0	train
e2413 r1 a22	0	train
e2617 r1 c35	1	train
e2617 r0 a19	1	train
e2617 r0 a0	1	train
e2617 r0 a5	1	train
e2617 r0 a8	1	train
e2617 r0 a12	1	train
e2617 r1 a21	0	train
e2617 r1 a20	0	train
e2617 r1 a17	0	train
e2617 r1 a29	0	train
e2617 r1 a16	0	train
e2617 r1 a31	0	train
e4254 r1 c35	1	train
e4254 r0 a19	1	train
e4254 r0 a0	1	train
e4254 r0 a5	1	train
e4254 r0 a8	1	train
e4254 r0 a12	1	train
e4254 r1 a34	0	train
e4254 r1 a21	0	train
e4254 r1 a35	0	train
e4254 r1 a28	0	train
e4254 r1 a1	0	train
e4254 r1 a25	0	train
e4419 r1 c35	1	train
e4419 r0 a19	1	train
e4419 r0 a0	1	train
e4419 r0 a5	1	train
e4419 r0 a8	1	train
e4419 r0 a12	1	train
e4419 r1 a3	0	train
e4419 r1 a21	0	train
e4419 r1 a26	0	train
e4419 r1 a33	0	train
e4419 r1 a28	0	train
e4419 r1 a35	0	train
e1521 r1 c35	1	train
e1521 r0 a19	1	train
e1521 r0 a0	1	train
e1521 r0 a5	1	train
e1521 r0 a8	1	train
e1521 r0 a12	1	train
e1521 r1 a29	0	train
e1521 r1 a35	0	train
e1521 r1 a10	0	train
e1521 r1 a18	0	train
e1521 r1 a17	0	train
e1521 r1 a25	0	train
e2498 r1 c35	1	train
e2498 r0 a19	1	train
e2498 r0 a0	1	train
e2498 r0 a5	1	train
e2498 r0 a8	1	train
e2498 r0 a12	1	train
e2498 r1 a32	0	train
e2498 r1 a7	0	train
e2498 r1 a1	0	train
e2498 r1 a15	0	train
e2498 r1 a21	0	train
e2498 r1 a31	0	train
e4079 r1 c35	1	train
e4079 r0 a19	1	train
e4079 r0 a0	1	train
e4079 r0 a5	1	train
e4079 r0 a8	1	train
e4079 r0 a12	1	train
e4079 r1 a18	0	train
e4079 r1 a6	0	train
e4079 r1 a26	0	train
e4079 r1 a30	0	train
e4079 r1 a28	0	train
e4079 r1 a24	0	train
e2520 r1 c35	1	train
e2520 r0 a19	1	train
e2520 r0 a0	1	train
e2520 r0 a5	1	train
e2520 r0 a8	1	train
e2520 r0 a12	1	train
e2520 r1 a26	0	train
e2520 r1 a34	0	train
e2520 r1 a21	0	train
e2520 r1 a4	0	train
e2520 r1 a7	0	train
e2520 r1 a22	0	train
e3166 r1 c35	1	train
e3166 r0 a19	1	train
e3166 r0 a0	1	train
e3166 r0 a5	1	train
e3166 r0 a8	1	train
e3166 r0 a12	1	train
e3166 r1 a33	0	train
e3166 r1 a21	0	train
e3166 r1 a29	0	train
e3166 r1 a3	0	train
e3166 r1 a2	0	train
e3166 r1 a7	0	train
e4767 r1 c35	1	train
e4767 r0 a19	1	train
e4767 r0 a0	1	train
e4767 r0 a5	1	train
e4767 r0 a8	1	train
e4767 r0 a12	1	train
e4767 r1 a35	0	train
e4767 r1 a21	0	train
e4767 r1 a26	0	train
e4767 r1 a18	0	train
e4767 r1 a23	0	train
e4767 r1 a27	0	train
e759 r1 c35	1	train
e759 r0 a19	1	train
e759 r0 a0	1	train
e759 r0 a5	1	train
e759 r0 a8	1	train
e759 r0 a12	1	train
e759 r1 a24	0	train
e759 r1 a22	0	train
e759 r1 a3	0	train
e759 r1 a35	0	train
e759 r1 a30	0	train
e759 r1 a14	0	train
e2909 r1 c35	1	train
e2909 r0 a19	1	train
e2909 r0 a0	1	train
e2909 r0 a5	1	train
e2909 r0 a8	1	train
e2909 r0 a12	1	train
e2909 r1 a28	0	train
e2909 r1 a16	0	train
e2909 r1 a13	0	train
e2909 r1 a30	0	train
e2909 r1 a14	0	train
e2909 r1 a3	0	train
e550 r1 c35	1	train
e550 r0 a19	1	train
e550 r0 a0	1	train
e550 r0 a5	1	train
e550 r0 a8	1	train
e550 r0 a12	1	train
e550 r1 a15	0	train
e550 r1 a4	0	train
e550 r1 a2	0	train
e550 r1 a7	0	train
e550 r1 a34	0	train
e550 r1 a14	0	train
e4748 r1 c35	1	train
e4748 r0 a19	1	train
e4748 r0 a0	1	train
e4748 r0 a5	1	train
e4748 r0 a8	1	train
e4748 r0 a12	1	train
e4748 r1 a10	0	train
e4748 r1 a25	0	train
e4748 r1 a13	0	train
e4748 r1 a21	0	train
e4748 r1 a35	0	train
e4748 r1 a1	0	train
e4826 r1 c35	1	train
e4826 r0 a19	1	train
e4826 r0 a0	1	train
e4826 r0 a5	1	train
e4826 r0 a8	1	train
e4826 r0 a12	1	train
e4826 r1 a18	0	train
e4826 r1 a10	0	train
e4826 r1 a7	0	train
e4826 r1 a2	0	train
e4826 r1 a23	0	train
e4826 r1 a30	0	train
e802 r1 c35	1	train
e802 r0 a19	1	train
e802 r0 a0	1	train
e802 r0 a5	1	train
e802 r0 a8	1	train
e802 r0 a12	1	train
e802 r1 a26	0	train
e802 r1 a34	0	train
e802 r1 a24	0	train
e802 r1 a29	0	train
e802 r1 a13	0	train
e802 r1 a16	0	train
e791 r1 c35	1	train
e791 r0 a19	1	train
e791 r0 a0	1	train
e791 r0 a5	1	train
e791 r0 a8	1	train
e791 r0 a12	1	train
e791 r1 a14	0	train
e791 r1 a6	0	train
e791 r1 a3	0	train
e791 r1 a1	0	train
e791 r1 a7	0	train
e791 r1 a4	0	train
e4304 r1 c35	1	train
e4304 r0 a19	1	train
e4304 r0 a0	1	train
e4304 r0 a5	1	train
e4304 r0 a8	1	train
e4304 r0 a12	1	train
