fact	label	source
e4133 r0 a29	1	train
e4133 r0 a1	1	train
e4133 r0 a8	1	train
e4133 r0 a35	1	train
e4133 r1 a15	0	train
e4133 r1 a28	0	train
e4133 r1 a12	0	train
e4133 r1 a37	0	train
e4133 r1 a23	0	train
e4133 r1 a0	0	train
e4997 r1 c73	1	train
e4997 r0 a13	1	train
e4997 r0 a29	1	train
e4997 r0 a1	1	train
e4997 r0 a8	1	train
e4997 r0 a35	1	train
e4997 r1 a7	0	train
e4997 r1 a17	0	train
e4997 r1 a26	0	train
e4997 r1 a0	0	train
e4997 r1 a6	0	train
e4997 r1 a28	0	train
e2535 r1 c73	1	train
e2535 r0 a13	1	train
e2535 r0 a29	1	train
e2535 r0 a1	1	train
e2535 r0 a8	1	train
e2535 r0 a35	1	train
e2535 r1 a32	0	train
e2535 r1 a25	0	train
e2535 r1 a2	0	train
e2535 r1 a31	0	train
e2535 r1 a0	0	train
e2535 r1 a3	0	train
e3827 r1 c73	1	train
e3827 r0 a13	1	train
e3827 r0 a29	1	train
e3827 r0 a1	1	train
e3827 r0 a8	1	train
e3827 r0 a35	1	train
e3827 r1 a31	0	train
e3827 r1 a30	0	train
e3827 r1 a21	0	train
e3827 r1 a37	0	train
e3827 r1 a15	0	train
e3827 r1 a0	0	train
e1355 r1 c73	1	train
e1355 r0 a13	1	train
e1355 r0 a29	1	train
e1355 r0 a1	1	train
e1355 r0 a8	1	train
e1355 r0 a35	1	train
e1355 r1 a11	0	train
e1355 r1 a4	0	train
e1355 r1 a21	0	train
e1355 r1 a5	0	train
e1355 r1 a39	0	train
e1355 r1 a22	0	train
e478 r1 c73	1	train
e478 r0 a13	1	train
e478 r0 a29	1	train
e478 r0 a1	1	train
e478 r0 a8	1	train
e478 r0 a35	1	train
e478 r1 a38	0	train
e478 r1 a17	0	train
e478 r1 a37	0	train
e478 r1 a22	0	train
e478 r1 a15	0	train
e478 r1 a6	0	train
e4147 r1 c73	1	train
e4147 r0 a13	1	train
e4147 r0 a29	1	train
e4147 r0 a1	1	train
e4147 r0 a8	1	train
e4147 r0 a35	1	train
e4147 r1 a16	0	train
e4147 r1 a6	0	train
e4147 r1 a38	0	train
e4147 r1 a4	0	train
e4147 r1 a19	0	train
e4147 r1 a9	0	train
e4438 r1 c73	1	train
e4438 r0 a13	1	train
e4438 r0 a29	1	train
e4438 r0 a1	1	train
e4438 r0 a8	1	train
e4438 r0 a35	1	train
e4438 r1 a2	0	train
e4438 r1 a25	0	train
e4438 r1 a5	0	train
e4438 r1 a28	0	train
e4438 r1 a36	0	train
e4438 r1 a15	0	train
e2358 r1 c73	1	train
e2358 r0 a13	1	train
e2358 r0 a29	1	train
e2358 r0 a1	1	train
e2358 r0 a8	1	train
e2358 r0 a35	1	train
e2358 r1 a19	0	train
e2358 r1 a7	0	train
e2358 r1 a39	0	train
e2358 r1 a17	0	train
e2358 r1 a25	0	train
e2358 r1 a28	0	train
e3855 r1 c73	1	train
e3855 r0 a13	1	train
e3855 r0 a29	1	train
e3855 r0 a1	1	train
e3855 r0 a8	1	train
e3855 r0 a35	1	train
e3855 r1 a36	0	train
e3855 r1 a12	0	train
e3855 r1 a20	0	train
e3855 r1 a15	0	train
e3855 r1 a22	0	train
e3855 r1 a28	0	train
e1389 r1 c73	1	train
e1389 r0 a13	1	train
e1389 r0 a29	1	train
e1389 r0 a1	1	train
e1389 r0 a8	1	train
e1389 r0 a35	1	train
e1389 r1 a19	0	train
e1389 r1 a32	0	train
e1389 r1 a37	0	train
e1389 r1 a2	0	train
e1389 r1 a39	0	train
e1389 r1 a7	0	train
e959 r1 c73	1	train
e959 r0 a13	1	train
e959 r0 a29	1	train
e959 r0 a1	1	train
e959 r0 a8	1	train
e959 r0 a35	1	train
e959 r1 a33	0	train
e959 r1 a9	0	train
e959 r1 a30	0	train
e959 r1 a22	0	train
e959 r1 a16	0	train
e959 r1 a14	0	train
e1103 r1 c73	1	train
e1103 r0 a13	1	train
e1103 r0 a29	1	train
e1103 r0 a1	1	train
e1103 r0 a8	1	train
e1103 r0 a35	1	train
e1103 r1 a7	0	train
e1103 r1 a2	0	train
e1103 r1 a16	0	train
e1103 r1 a26	0	train
e1103 r1 a24	0	train
e1103 r1 a34	0	train
e3619 r1 c73	1	train
e3619 r0 a13	1	train
e3619 r0 a29	1	train
e3619 r0 a1	1	train
e3619 r0 a8	1	train
e3619 r0 a35	1	train
e3619 r1 a16	0	train
e3619 r1 a21	0	train
e3619 r1 a24	0	train
e3619 r1 a39	0	train
e3619 r1 a22	0	train
e3619 r1 a33	0	train
e2785 r1 c73	1	train
e2785 r0 a13	1	train
e2785 r0 a29	1	train
e2785 r0 a1	1	train
e2785 r0 a8	1	train
e2785 r0 a35	1	train
e2785 r1 a31	0	train
e2785 r1 a21	0	train
e2785 r1 a3	0	train
e2785 r1 a32	0	train
e2785 r1 a15	0	train
e2785 r1 a25	0	train
e1443 r1 c73	1	train
e1443 r0 a13	1	train
e1443 r0 a29	1	train
e1443 r0 a1	1	train
e1443 r0 a8	1	train
e1443 r0 a35	1	train
e1443 r1 a3	0	train
e1443 r1 a39	0	train
e1443 r1 a31	0	train
e1443 r1 a30	0	train
e1443 r1 a10	0	train
e1443 r1 a5	0	train
e151 r1 c73	1	train
e151 r0 a13	1	train
e151 r0 a29	1	train
e151 r0 a1	1	train
e151 r0 a8	1	train
e151 r0 a35	1	train
e151 r1 a20	0	train
e151 r1 a30	0	train
e151 r1 a23	0	train
e151 r1 a25	0	train
e151 r1 a19	0	train
e151 r1 a16	0	train
e790 r1 c73	1	train
e790 r0 a13	1	train
e790 r0 a29	1	train
e790 r0 a1	1	train
e790 r0 a8	1	train
e790 r0 a35	1	train
e790 r1 a37	0	train
e790 r1 a12	0	train
e790 r1 a7	0	train
e790 r1 a34	0	train
e790 r1 a10	0	train
e790 r1 a33	0	train
e3732 r1 c73	1	train
e3732 r0 a13	1	train
e3732 r0 a29	1	train
e3732 r0 a1	1	train
e3732 r0 a8	1	train
e3732 r0 a35	1	train
e3732 r1 a28	0	train
e3732 r1 a39	0	train
e3732 r1 a24	0	train
e3732 r1 a27	0	train
e3732 r1 a6	0	train
e3732 r1 a19	0	train
e2705 r1 c73	1	train
e2705 r0 a13	1	train
e2705 r0 a29	1	train
e2705 r0 a1	1	train
e2705 r0 a8	1	train
e2705 r0 a35	1	train
e2705 r1 a16	0	train
e2705 r1 a15	0	train
e2705 r1 a30	0	train
e2705 r1 a32	0	train
e2705 r1 a18	0	train
e2705 r1 a0	0	train
e2265 r1 c73	1	train
e2265 r0 a13	1	train
e2265 r0 a29	1	train
e2265 r0 a1	1	train
e2265 r0 a8	1	train
e2265 r0 a35	1	train
e2265 r1 a31	0	train
e2265 r1 a25	0	train
e2265 r1 a39	0	train
e2265 r1 a15	0	train
e2265 r1 a6	0	train
e2265 r1 a10	0	train
e1279 r1 c73	1	train
e1279 r0 a13	1	train
e1279 r0 a29	1	train
e1279 r0 a1	1	train
e1279 r0 a8	1	train
e1279 r0 a35	1	train
e1279 r1 a37	0	train
e1279 r1 a28	0	train
e1279 r1 a2	0	train
e1279 r1 a5	0	train
e1279 r1 a26	0	train
e1279 r1 a34	0	train
e2588 r1 c73	1	train
e2588 r0 a13	1	train
e2588 r0 a29	1	train
e2588 r0 a1	1	train
e2588 r0 a8	1	train
e2588 r0 a35	1	train
e2588 r1 a25	0	train
e2588 r1 a33	0	train
e2588 r1 a3	0	train
e2588 r1 a30	0	train
e2588 r1 a27	0	train
e2588 r1 a12	0	train
e4578 r1 c73	1	train
e4578 r0 a13	1	train
e4578 r0 a29	1	train
e4578 r0 a1	1	train
e4578 r0 a8	1	train
e4578 r0 a35	1	train
e4578 r1 a34	0	train
e4578 r1 a11	0	train
e4578 r1 a6	0	train
e4578 r1 a3	0	train
e4578 r1 a4	0	train
e4578 r1 a39	0	train
e4264 r1 c73	1	train
e4264 r0 a13	1	train
e4264 r0 a29	1	train
e4264 r0 a1	1	train
e4264 r0 a8	1	train
e4264 r0 a35	1	train
e4264 r1 a37	0	train
e4264 r1 a3	0	train
e4264 r1 a18	0	train
e4264 r1 a0	0	train
e4264 r1 a31	0	train
e4264 r1 a28	0	train
e4974 r1 c73	1	train
e4974 r0 a13	1	train
e4974 r0 a29	1	train
e4974 r0 a1	1	train
e4974 r0 a8	1	train
e4974 r0 a35	1	train
e4974 r1 a25	0	train
e4974 r1 a12	0	train
e4974 r1 a38	0	train
e4974 r1 a16	0	train
e4974 r1 a27	0	train
e4974 r1 a23	0	train
e2360 r1 c73	1	train
e2360 r0 a13	1	train
e2360 r0 a29	1	train
e2360 r0 a1	1	train
e2360 r0 a8	1	train
e2360 r0 a35	1	train
e2360 r1 a31	0	train
e2360 r1 a22	0	train
e2360 r1 a9	0	train
e2360 r1 a10	0	train
e2360 r1 a34	0	train
e2360 r1 a17	0	train
e3155 r1 c73	1	train
e3155 r0 a13	1	train
e3155 r0 a29	1	train
e3155 r0 a1	1	train
e3155 r0 a8	1	train
e3155 r0 a35	1	train
e3155 r1 a23	0	train
e3155 r1 a18	0	train
e3155 r1 a3	0	train
e3155 r1 a5	0	train
e3155 r1 a19	0	train
e3155 r1 a31	0	train
e4424 r1 c73	1	train
e4424 r0 a13	1	train
e4424 r0 a29	1	train
e4424 r0 a1	1	train
e4424 r0 a8	1	train
e4424 r0 a35	1	train
e4424 r1 a18	0	train
e4424 r1 a39	0	train
e4424 r1 a31	0	train
e4424 r1 a4	0	train
e4424 r1 a28	0	train
e4424 r1 a0	0	train
e1317 r1 c73	1	train
e1317 r0 a13	1	train
e1317 r0 a29	1	train
e1317 r0 a1	1	train
e1317 r0 a8	1	train
e1317 r0 a35	1	train
e1317 r1 a2	0	train
e1317 r1 a21	0	train
e1317 r1 a16	0	train
e1317 r1 a3	0	train
e1317 r1 a5	0	train
e1317 r1 a32	0	train
e721 r1 c73	1	train
e721 r0 a13	1	train
e721 r0 a29	1	train
e721 r0 a1	1	train
e721 r0 a8	1	train
e721 r0 a35	1	train
e721 r1 a4	0	train
e721 r1 a34	0	train
e721 r1 a19	0	train
e721 r1 a20	0	train
e721 r1 a16	0	train
e721 r1 a24	0	train
e1933 r1 c73	1	train
e1933 r0 a13	1	train
e1933 r0 a29	1	train
e1933 r0 a1	1	train
e1933 r0 a8	1	train
e1933 r0 a35	1	train
e1933 r1 a3	0	train
e1933 r1 a24	0	train
e1933 r1 a17	0	train
e1933 r1 a32	0	train
e1933 r1 a27	0	train
e1933 r1 a0	0	train
e4098 r1 c73	1	train
e4098 r0 a13	1	train
e4098 r0 a29	1	train
e4098 r0 a1	1	train
e4098 r0 a8	1	train
e4098 r0 a35	1	train
e4098 r1 a9	0	train
e4098 r1 a5	0	train
e4098 r1 a12	0	train
e4098 r1 a31	0	train
e4098 r1 a19	0	train
e4098 r1 a14	0	train
e598 r1 c73	1	train
e598 r0 a13	1	train
e598 r0 a29	1	train
e598 r0 a1	1	train
e598 r0 a8	1	train
e598 r0 a35	1	train
e598 r1 a7	0	train
e598 r1 a19	0	train
e598 r1 a34	0	train
e598 r1 a14	0	train
e598 r1 a26	0	train
e598 r1 a23	0	train
e3181 r1 c73	1	train
e3181 r0 a13	1	train
e3181 r0 a29	1	train
e3181 r0 a1	1	train
e3181 r0 a8	1	train
e3181 r0 a35	1	train
e3181 r1 a11	0	train
e3181 r1 a0	0	train
e3181 r1 a16	0	train
e3181 r1 a34	0	train
e3181 r1 a31	0	train
e3181 r1 a10	0	train
e1005 r1 c73	1	train
e1005 r0 a13	1	train
e1005 r0 a29	1	train
e1005 r0 a1	1	train
e1005 r0 a8	1	train
e1005 r0 a35	1	train
e1005 r1 a21	0	train
e1005 r1 a34	0	train
e1005 r1 a22	0	train
e1005 r1 a14	0	train
e1005 r1 a37	0	train
e1005 r1 a2	0	train
e4929 r1 c73	1	train
e4929 r0 a13	1	train
e4929 r0 a29	1	train
e4929 r0 a1	1	train
e4929 r0 a8	1	train
e4929 r0 a35	1	train
e4929 r1 a30	0	train
e4929 r1 a39	0	train
e4929 r1 a31	0	train
e4929 r1 a27	0	train
e4929 r1 a21	0	train
e4929 r1 a23	0	train
e1613 r1 c73	1	train
e1613 r0 a13	1	train
e1613 r0 a29	1	train
e1613 r0 a1	1	train
e1613 r0 a8	1	train
e1613 r0 a35	1	train
e1613 r1 a9	0	train
e1613 r1 a7	0	train
e1613 r1 a22	0	train
e1613 r1 a32	0	train
e1613 r1 a17	0	train
e1613 r1 a11	0	train
e3336 r1 c73	1	train
e3336 r0 a13	1	train
e3336 r0 a29	1	train
e3336 r0 a1	1	train
e3336 r0 a8	1	train
e3336 r0 a35	1	train
e3336 r1 a6	0	train
e3336 r1 a18	0	train
e3336 r1 a4	0	train
e3336 r1 a14	0	train
e3336 r1 a30	0	train
e3336 r1 a27	0	train
e3390 r1 c73	1	train
e3390 r0 a13	1	train
e3390 r0 a29	1	train
e3390 r0 a1	1	train
e3390 r0 a8	1	train
e3390 r0 a35	1	train
e3390 r1 a25	0	train
e3390 r1 a31	0	train
e3390 r1 a12	0	train
e3390 r1 a6	0	train
e3390 r1 a22	0	train
e3390 r1 a26	0	train
e1280 r1 c73	1	train
e1280 r0 a13	1	train
e1280 r0 a29	1	train
e1280 r0 a1	1	train
e1280 r0 a8	1	train
e1280 r0 a35	1	train
e1280 r1 a30	0	train
e1280 r1 a37	0	train
e1280 r1 a16	0	train
e1280 r1 a23	0	train
e1280 r1 a36	0	train
e1280 r1 a14	0	train
e3024 r1 c73	1	train
e3024 r0 a13	1	train
e3024 r0 a29	1	train
e3024 r0 a1	1	train
e3024 r0 a8	1	train
e3024 r0 a35	1	train
e3024 r1 a24	0	train
e3024 r1 a27	0	train
e3024 r1 a23	0	train
e3024 r1 a14	0	train
e3024 r1 a12	0	train
e3024 r1 a4	0	train
e4347 r1 c73	1	train
e4347 r0 a13	1	train
e4347 r0 a29	1	train
e4347 r0 a1	1	train
e4347 r0 a8	1	train
e4347 r0 a35	1	train
e4347 r1 a7	0	train
e4347 r1 a39	0	train
e4347 r1 a15	0	train
e4347 r1 a26	0	train
e4347 r1 a0	0	train
e4347 r1 a20	0	train
e472 r1 c73	1	train
e472 r0 a13	1	train
e472 r0 a29	1	train
e472 r0 a1	1	train
e472 r0 a8	1	train
e472 r0 a35	1	train
e472 r1 a31	0	train
e472 r1 a0	0	train
e472 r1 a39	0	train
e472 r1 a5	0	train
e472 r1 a16	0	train
e472 r1 a38	0	train
e238 r1 c73	1	train
e238 r0 a13	1	train
e238 r0 a29	1	train
e238 r0 a1	1	train
e238 r0 a8	1	train
e238 r0 a35	1	train
e238 r1 a10	0	train
e238 r1 a30	0	train
e238 r1 a3	0	train
e238 r1 a6	0	train
e238 r1 a12	0	train
e238 r1 a34	0	train
e353 r1 c73	1	train
e353 r0 a13	1	train
e353 r0 a29	1	train
e353 r0 a1	1	train
e353 r0 a8	1	train
e353 r0 a35	1	train
e353 r1 a19	0	train
e353 r1 a6	0	train
e353 r1 a7	0	train
e353 r1 a3	0	train
e353 r1 a28	0	train
e353 r1 a22	0	train
e1948 r1 c73	1	train
e1948 r0 a13	1	train
e1948 r0 a29	1	train
e1948 r0 a1	1	train
e1948 r0 a8	1	train
e1948 r0 a35	1	train
e1948 r1 a10	0	train
e1948 r1 a18	0	train
e1948 r1 a34	0	train
e1948 r1 a6	0	train
e1948 r1 a36	0	train
e1948 r1 a17	0	train
e4905 r1 c73	1	train
e4905 r0 a13	1	train
e4905 r0 a29	1	train
e4905 r0 a1	1	train
e4905 r0 a8	1	train
e4905 r0 a35	1	train
e4905 r1 a27	0	train
e4905 r1 a28	0	train
e4905 r1 a39	0	train
e4905 r1 a33	0	train
e4905 r1 a32	0	train
e4905 r1 a11	0	train
e1432 r1 c73	1	train
e1432 r0 a13	1	train
e1432 r0 a29	1	train
e1432 r0 a1	1	train
e1432 r0 a8	1	train
e1432 r0 a35	1	train
e1432 r1 a19	0	train
e1432 r1 a36	0	train
e1432 r1 a34	0	train
e1432 r1 a25	0	train
e1432 r1 a10	0	train
e1432 r1 a5	0	train
e2112 r1 c73	1	train
e2112 r0 a13	1	train
e2112 r0 a29	1	train
e2112 r0 a1	1	train
e2112 r0 a8	1	train
e2112 r0 a35	1	train
e2112 r1 a17	0	train
e2112 r1 a33	0	train
e2112 r1 a0	0	train
e2112 r1 a21	0	train
e2112 r1 a36	0	train
e2112 r1 a30	0	train
e457 r1 c73	1	train
e457 r0 a13	1	train
e457 r0 a29	1	train
e457 r0 a1	1	train
e457 r0 a8	1	train
e457 r0 a35	1	train
e457 r1 a21	0	train
e457 r1 a14	0	train
e457 r1 a16	0	train
e457 r1 a0	0	train
e457 r1 a5	0	train
e457 r1 a26	0	train
e1665 r1 c73	1	train
e1665 r0 a13	1	train
e1665 r0 a29	1	train
e1665 r0 a1	1	train
e1665 r0 a8	1	train
e1665 r0 a35	1	train
e1665 r1 a19	0	train
e1665 r1 a37	0	train
e1665 r1 a21	0	train
e1665 r1 a24	0	train
e1665 r1 a28	0	train
e1665 r1 a15	0	train
e2117 r0 c73	1	train
e2117 r0 a13	1	eval
e2117 r0 a29	1	eval
e2117 r0 a1	1	eval
e2117 r0 a8	1	eval
e2117 r0 a35	1	eval
e2117 r0 a5	1	eval
e2117 r0 a32	1	eval
e2117 r0 a7	1	eval
e2117 r0 a24	1	eval
e2117 r0 a6	1	eval
e2117 r0 a22	1	eval
e585 r0 c73	1	train
e585 r0 a13	1	eval
e585 r0 a29	1	eval
e585 r0 a1	1	eval
e585 r0 a8	1	eval
e585 r0 a35	1	eval
e585 r0 a16	1	eval
e585 r0 a24	1	eval
e585 r0 a22	1	eval
e585 r0 a12	1	eval
e585 r0 a20	1	eval
e585 r0 a36	1	eval
e4874 r0 c73	1	train
e4874 r0 a13	1	eval
e4874 r0 a29	1	eval
e4874 r0 a1	1	eval
e4874 r0 a8	1	eval
e4874 r0 a35	1	eval
e4874 r0 a2	1	eval
e4874 r0 a9	1	eval
e4874 r0 a17	1	eval
e4874 r0 a20	1	eval
e4874 r0 a16	1	eval
e4874 r0 a6	1	eval
e4254 r0 c73	1	train
e4254 r0 a13	1	eval
e4254 r0 a29	1	eval
e4254 r0 a1	1	eval
e4254 r0 a8	1	eval
e4254 r0 a35	1	eval
e4254 r0 a31	1	eval
e4254 r0 a39	1	eval
e4254 r0 a21	1	eval
e4254 r0 a16	1	eval
e4254 r0 a19	1	eval
e4254 r0 a22	1	eval
e3179 r0 c73	1	train
e3179 r0 a13	1	eval
e3179 r0 a29	1	eval
e3179 r0 a1	1	eval
e3179 r0 a8	1	eval
e3179 r0 a35	1	eval
e3179 r0 a22	1	eval
e3179 r0 a16	1	eval
e3179 r0 a4	1	eval
e3179 r0 a21	1	eval
e3179 r0 a9	1	eval
e3179 r0 a7	1	eval
e2251 r0 c73	1	train
e2251 r0 a13	1	eval
e2251 r0 a29	1	eval
e2251 r0 a1	1	eval
e2251 r0 a8	1	eval
e2251 r0 a35	1	eval
e2251 r0 a33	1	eval
e2251 r0 a2	1	eval
e2251 r0 a30	1	eval
e2251 r0 a10	1	eval
e2251 r0 a11	1	eval
e2251 r0 a9	1	eval
e3535 r0 c73	1	train
e3535 r0 a13	1	eval
e3535 r0 a29	1	eval
e3535 r0 a1	1	eval
e3535 r0 a8	1	eval
e3535 r0 a35	1	eval
e3535 r0 a12	1	eval
e3535 r0 a15	1	eval
e3535 r0 a23	1	eval
e3535 r0 a33	1	eval
e3535 r0 a28	1	eval
e3535 r0 a6	1	eval
e2432 r0 c73	1	train
e2432 r0 a13	1	eval
e2432 r0 a29	1	eval
e2432 r0 a1	1	eval
e2432 r0 a8	1	eval
e2432 r0 a35	1	eval
e2432 r0 a36	1	eval
e2432 r0 a9	1	eval
e2432 r0 a27	1	eval
e2432 r0 a19	1	eval
e2432 r0 a18	1	eval
e2432 r0 a25	1	eval
e3085 r1 c43	1	train
e3085 r0 a13	1	train
e3085 r0 a38	1	train
e3085 r0 a1	1	train
e3085 r0 a3	1	train
e3085 r0 a34	1	train
e3085 r1 a30	0	train
e3085 r1 a2	0	train
e3085 r1 a18	0	train
e3085 r1 a8	0	train
e3085 r1 a14	0	train
e3085 r1 a37	0	train
e56 r1 c43	1	train
e56 r0 a13	1	train
e56 r0 a38	1	train
e56 r0 a1	1	train
e56 r0 a3	1	train
e56 r0 a34	1	train
e56 r1 a25	0	train
e56 r1 a15	0	train
e56 r1 a17	0	train
e56 r1 a26	0	train
e56 r1 a24	0	train
e56 r1 a27	0	train
e3379 r1 c43	1	train
e3379 r0 a13	1	train
e3379 r0 a38	1	train
e3379 r0 a1	1	train
e3379 r0 a3	1	train
e3379 r0 a34	1	train
e3379 r1 a21	0	train
e3379 r1 a26	0	train
e3379 r1 a10	0	train
e3379 r1 a12	0	train
e3379 r1 a11	0	train
e3379 r1 a0	0	train
e2918 r1 c43	1	train
e2918 r0 a13	1	train
e2918 r0 a38	1	train
e2918 r0 a1	1	train
e2918 r0 a3	1	train
e2918 r0 a34	1	train
e2918 r1 a12	0	train
