fact	label	source
e2325 r0 a33	1	train
e2325 r0 a1	1	train
e2325 r0 a37	1	train
e2325 r0 a35	1	train
e2325 r1 a2	0	train
e2325 r1 a34	0	train
e2325 r1 a22	0	train
e2325 r1 a9	0	train
e2325 r1 a27	0	train
e2325 r1 a28	0	train
e4499 r1 c46	1	train
e4499 r0 a30	1	train
e4499 r0 a33	1	train
e4499 r0 a1	1	train
e4499 r0 a37	1	train
e4499 r0 a35	1	train
e4499 r1 a3	0	train
e4499 r1 a15	0	train
e4499 r1 a38	0	train
e4499 r1 a24	0	train
e4499 r1 a20	0	train
e4499 r1 a36	0	train
e4353 r1 c46	1	train
e4353 r0 a30	1	train
e4353 r0 a33	1	train
e4353 r0 a1	1	train
e4353 r0 a37	1	train
e4353 r0 a35	1	train
e4353 r1 a6	0	train
e4353 r1 a5	0	train
e4353 r1 a15	0	train
e4353 r1 a36	0	train
e4353 r1 a31	0	train
e4353 r1 a29	0	train
e4085 r1 c46	1	train
e4085 r0 a30	1	train
e4085 r0 a33	1	train
e4085 r0 a1	1	train
e4085 r0 a37	1	train
e4085 r0 a35	1	train
e4085 r1 a36	0	train
e4085 r1 a3	0	train
e4085 r1 a15	0	train
e4085 r1 a31	0	train
e4085 r1 a4	0	train
e4085 r1 a9	0	train
e1111 r1 c46	1	train
e1111 r0 a30	1	train
e1111 r0 a33	1	train
e1111 r0 a1	1	train
e1111 r0 a37	1	train
e1111 r0 a35	1	train
e1111 r1 a11	0	train
e1111 r1 a3	0	train
e1111 r1 a14	0	train
e1111 r1 a25	0	train
e1111 r1 a2	0	train
e1111 r1 a10	0	train
e2250 r1 c46	1	train
e2250 r0 a30	1	train
e2250 r0 a33	1	train
e2250 r0 a1	1	train
e2250 r0 a37	1	train
e2250 r0 a35	1	train
e2250 r1 a23	0	train
e2250 r1 a17	0	train
e2250 r1 a9	0	train
e2250 r1 a4	0	train
e2250 r1 a14	0	train
e2250 r1 a19	0	train
e555 r1 c46	1	train
e555 r0 a30	1	train
e555 r0 a33	1	train
e555 r0 a1	1	train
e555 r0 a37	1	train
e555 r0 a35	1	train
e555 r1 a27	0	train
e555 r1 a15	0	train
e555 r1 a19	0	train
e555 r1 a10	0	train
e555 r1 a20	0	train
e555 r1 a22	0	train
e943 r1 c46	1	train
e943 r0 a30	1	train
e943 r0 a33	1	train
e943 r0 a1	1	train
e943 r0 a37	1	train
e943 r0 a35	1	train
e943 r1 a11	0	train
e943 r1 a20	0	train
e943 r1 a0	0	train
e943 r1 a24	0	train
e943 r1 a5	0	train
e943 r1 a38	0	train
e543 r1 c46	1	train
e543 r0 a30	1	train
e543 r0 a33	1	train
e543 r0 a1	1	train
e543 r0 a37	1	train
e543 r0 a35	1	train
e543 r1 a16	0	train
e543 r1 a4	0	train
e543 r1 a26	0	train
e543 r1 a17	0	train
e543 r1 a34	0	train
e543 r1 a21	0	train
e1910 r1 c46	1	train
e1910 r0 a30	1	train
e1910 r0 a33	1	train
e1910 r0 a1	1	train
e1910 r0 a37	1	train
e1910 r0 a35	1	train
e1910 r1 a20	0	train
e1910 r1 a3	0	train
e1910 r1 a7	0	train
e1910 r1 a9	0	train
e1910 r1 a31	0	train
e1910 r1 a15	0	train
e4335 r0 c46	1	train
e4335 r0 a30	1	eval
e4335 r0 a33	1	eval
e4335 r0 a1	1	eval
e4335 r0 a37	1	eval
e4335 r0 a35	1	eval
e4335 r0 a0	1	eval
e4335 r0 a18	1	eval
e4335 r0 a15	1	eval
e4335 r0 a29	1	eval
e4335 r0 a12	1	eval
e4335 r0 a34	1	eval
e2853 r0 c46	1	train
e2853 r0 a30	1	eval
e2853 r0 a33	1	eval
e2853 r0 a1	1	eval
e2853 r0 a37	1	eval
e2853 r0 a35	1	eval
e2853 r0 a12	1	eval
e2853 r0 a38	1	eval
e2853 r0 a16	1	eval
e2853 r0 a24	1	eval
e2853 r0 a27	1	eval
e2853 r0 a15	1	eval
e3576 r0 c46	1	train
e3576 r0 a30	1	eval
e3576 r0 a33	1	eval
e3576 r0 a1	1	eval
e3576 r0 a37	1	eval
e3576 r0 a35	1	eval
e3576 r0 a2	1	eval
e3576 r0 a38	1	eval
e3576 r0 a15	1	eval
e3576 r0 a9	1	eval
e3576 r0 a19	1	eval
e3576 r0 a31	1	eval
e1239 r0 c46	1	train
e1239 r0 a30	1	eval
e1239 r0 a33	1	eval
e1239 r0 a1	1	eval
e1239 r0 a37	1	eval
e1239 r0 a35	1	eval
e1239 r0 a20	1	eval
e1239 r0 a34	1	eval
e1239 r0 a39	1	eval
e1239 r0 a25	1	eval
e1239 r0 a22	1	eval
e1239 r0 a17	1	eval
e672 r0 c46	1	train
e672 r0 a30	1	eval
e672 r0 a33	1	eval
e672 r0 a1	1	eval
e672 r0 a37	1	eval
e672 r0 a35	1	eval
e672 r0 a32	1	eval
e672 r0 a22	1	eval
e672 r0 a27	1	eval
e672 r0 a9	1	eval
e672 r0 a31	1	eval
e672 r0 a8	1	eval
e2618 r0 c46	1	train
e2618 r0 a30	1	eval
e2618 r0 a33	1	eval
e2618 r0 a1	1	eval
e2618 r0 a37	1	eval
e2618 r0 a35	1	eval
e2618 r0 a18	1	eval
e2618 r0 a15	1	eval
e2618 r0 a12	1	eval
e2618 r0 a7	1	eval
e2618 r0 a34	1	eval
e2618 r0 a28	1	eval
e3994 r0 c46	1	train
e3994 r0 a30	1	eval
e3994 r0 a33	1	eval
e3994 r0 a1	1	eval
e3994 r0 a37	1	eval
e3994 r0 a35	1	eval
e3994 r0 a36	1	eval
e3994 r0 a5	1	eval
e3994 r0 a10	1	eval
e3994 r0 a39	1	eval
e3994 r0 a18	1	eval
e3994 r0 a38	1	eval
e3285 r0 c46	1	train
e3285 r0 a30	1	eval
e3285 r0 a33	1	eval
e3285 r0 a1	1	eval
e3285 r0 a37	1	eval
e3285 r0 a35	1	eval
e3285 r0 a19	1	eval
e3285 r0 a17	1	eval
e3285 r0 a16	1	eval
e3285 r0 a23	1	eval
e3285 r0 a24	1	eval
e3285 r0 a36	1	eval
e2366 r1 c7	1	train
e2366 r0 a6	1	train
e2366 r0 a28	1	train
e2366 r0 a12	1	train
e2366 r0 a21	1	train
e2366 r0 a10	1	train
e2366 r1 a19	0	train
e2366 r1 a7	0	train
e2366 r1 a11	0	train
e2366 r1 a16	0	train
e2366 r1 a39	0	train
e2366 r1 a37	0	train
e4899 r1 c7	1	train
e4899 r0 a6	1	train
e4899 r0 a28	1	train
e4899 r0 a12	1	train
e4899 r0 a21	1	train
e4899 r0 a10	1	train
e4899 r1 a14	0	train
e4899 r1 a8	0	train
e4899 r1 a38	0	train
e4899 r1 a9	0	train
e4899 r1 a37	0	train
e4899 r1 a13	0	train
e2777 r1 c7	1	train
e2777 r0 a6	1	train
e2777 r0 a28	1	train
e2777 r0 a12	1	train
e2777 r0 a21	1	train
e2777 r0 a10	1	train
e2777 r1 a39	0	train
e2777 r1 a38	0	train
e2777 r1 a8	0	train
e2777 r1 a16	0	train
e2777 r1 a19	0	train
e2777 r1 a5	0	train
e4828 r1 c7	1	train
e4828 r0 a6	1	train
e4828 r0 a28	1	train
e4828 r0 a12	1	train
e4828 r0 a21	1	train
e4828 r0 a10	1	train
e4828 r1 a8	0	train
e4828 r1 a17	0	train
e4828 r1 a25	0	train
